Term,M_univ,K_term,n_sel,x_overlap,expected,p,FDR
adenylate cyclase-activating dopamine receptor signaling pathway (GO:0007191),19269,7,99,0,0.03596450256889304,1.0,1.0
adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189),19269,94,99,0,0.48295189163942087,1.0,1.0
adenylate cyclase-inhibiting G protein-coupled acetylcholine receptor signaling pathway (GO:0007197),19269,8,99,0,0.04110228865016348,1.0,1.0
adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway (GO:0007193),19269,59,99,0,0.3031293787949556,1.0,1.0
adenylate cyclase-inhibiting serotonin receptor signaling pathway (GO:0007198),19269,7,99,0,0.03596450256889304,1.0,1.0
adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188),19269,141,99,0,0.7244278374591312,1.0,1.0
adherens junction assembly (GO:0034333),19269,10,99,0,0.051377860812704346,1.0,1.0
adherens junction maintenance (GO:0034334),19269,4,99,0,0.02055114432508174,1.0,1.0
adherens junction organization (GO:0034332),19269,42,99,0,0.21578701541335824,1.0,1.0
adiponectin-activated signaling pathway (GO:0033211),19269,6,99,0,0.030826716487622606,1.0,1.0
adipose tissue development (GO:0060612),19269,12,99,0,0.06165343297524521,1.0,1.0
ADP transport (GO:0015866),19269,4,99,0,0.02055114432508174,1.0,1.0
adrenal gland development (GO:0030325),19269,9,99,0,0.046240074731433906,1.0,1.0
adrenergic receptor signaling pathway (GO:0071875),19269,19,99,0,0.09761793554413825,1.0,1.0
adult heart development (GO:0007512),19269,8,99,0,0.04110228865016348,1.0,1.0
aerobic electron transport chain (GO:0019646),19269,63,99,0,0.32368052312003737,1.0,1.0
aflatoxin metabolic process (GO:0046222),19269,13,99,0,0.06679121905651564,1.0,1.0
aggrephagy (GO:0035973),19269,27,99,0,0.13872022419430174,1.0,1.0
aggresome assembly (GO:0070842),19269,3,99,0,0.015413358243811303,1.0,1.0
alanine transport (GO:0032328),19269,9,99,0,0.046240074731433906,1.0,1.0
alcohol catabolic process (GO:0046164),19269,10,99,0,0.051377860812704346,1.0,1.0
aldehyde biosynthetic process (GO:0046184),19269,7,99,0,0.03596450256889304,1.0,1.0
aldehyde catabolic process (GO:0046185),19269,5,99,0,0.025688930406352173,1.0,1.0
alditol metabolic process (GO:0019400),19269,5,99,0,0.025688930406352173,1.0,1.0
alditol phosphate metabolic process (GO:0052646),19269,5,99,0,0.025688930406352173,1.0,1.0
alkaloid metabolic process (GO:0009820),19269,4,99,0,0.02055114432508174,1.0,1.0
alpha-amino acid biosynthetic process (GO:1901607),19269,8,99,0,0.04110228865016348,1.0,1.0
alpha-amino acid catabolic process (GO:1901606),19269,26,99,0,0.13358243811303128,1.0,1.0
alpha-amino acid metabolic process (GO:1901605),19269,40,99,0,0.20551144325081738,1.0,1.0
alpha-beta T cell activation (GO:0046631),19269,8,99,0,0.04110228865016348,1.0,1.0
alpha-beta T cell differentiation (GO:0046632),19269,5,99,0,0.025688930406352173,1.0,1.0
alpha-linolenic acid metabolic process (GO:0036109),19269,12,99,0,0.06165343297524521,1.0,1.0
"alternative mRNA splicing, via spliceosome (GO:0000380)",19269,11,99,0,0.05651564689397477,1.0,1.0
amacrine cell differentiation (GO:0035881),19269,5,99,0,0.025688930406352173,1.0,1.0
ameboidal-type cell migration (GO:0001667),19269,48,99,0,0.24661373190098085,1.0,1.0
amide biosynthetic process (GO:0043604),19269,39,99,0,0.20037365716954694,1.0,1.0
amide transport (GO:0042886),19269,25,99,0,0.12844465203176086,1.0,1.0
amine metabolic process (GO:0009308),19269,6,99,0,0.030826716487622606,1.0,1.0
amine transport (GO:0015837),19269,5,99,0,0.025688930406352173,1.0,1.0
amino acid import (GO:0043090),19269,20,99,0,0.10275572162540869,1.0,1.0
amino acid import across plasma membrane (GO:0089718),19269,21,99,0,0.10789350770667912,1.0,1.0
amino acid transmembrane transport (GO:0003333),19269,41,99,0,0.2106492293320878,1.0,1.0
amino acid transport (GO:0006865),19269,45,99,0,0.23120037365716953,1.0,1.0
amino sugar biosynthetic process (GO:0046349),19269,11,99,0,0.05651564689397477,1.0,1.0
amino sugar catabolic process (GO:0046348),19269,5,99,0,0.025688930406352173,1.0,1.0
amino sugar metabolic process (GO:0006040),19269,10,99,0,0.051377860812704346,1.0,1.0
amino-acid betaine biosynthetic process (GO:0006578),19269,4,99,0,0.02055114432508174,1.0,1.0
amino-acid betaine metabolic process (GO:0006577),19269,7,99,0,0.03596450256889304,1.0,1.0
amino-acid betaine transport (GO:0015838),19269,6,99,0,0.030826716487622606,1.0,1.0
aminoglycan biosynthetic process (GO:0006023),19269,44,99,0,0.2260625875758991,1.0,1.0
aminoglycan catabolic process (GO:0006026),19269,28,99,0,0.14385801027557216,1.0,1.0
aminoglycan metabolic process (GO:0006022),19269,11,99,0,0.05651564689397477,1.0,1.0
aminophospholipid transport (GO:0015917),19269,6,99,0,0.030826716487622606,1.0,1.0
ammonium transmembrane transport (GO:0072488),19269,7,99,0,0.03596450256889304,1.0,1.0
ammonium transport (GO:0015696),19269,6,99,0,0.030826716487622606,1.0,1.0
AMP biosynthetic process (GO:0006167),19269,3,99,0,0.015413358243811303,1.0,1.0
AMP metabolic process (GO:0046033),19269,9,99,0,0.046240074731433906,1.0,1.0
amylin receptor signaling pathway (GO:0097647),19269,6,99,0,0.030826716487622606,1.0,1.0
amyloid fibril formation (GO:1990000),19269,54,99,0,0.2774404483886035,1.0,1.0
amyloid precursor protein catabolic process (GO:0042987),19269,14,99,0,0.07192900513778608,1.0,1.0
amyloid precursor protein metabolic process (GO:0042982),19269,17,99,0,0.08734236338159738,1.0,1.0
amyloid-beta formation (GO:0034205),19269,9,99,0,0.046240074731433906,1.0,1.0
amyloid-beta metabolic process (GO:0050435),19269,15,99,0,0.07706679121905652,1.0,1.0
androgen biosynthetic process (GO:0006702),19269,7,99,0,0.03596450256889304,1.0,1.0
androgen metabolic process (GO:0008209),19269,17,99,0,0.08734236338159738,1.0,1.0
androgen receptor signaling pathway (GO:0030521),19269,13,99,0,0.06679121905651564,1.0,1.0
angiogenesis involved in wound healing (GO:0060055),19269,10,99,0,0.051377860812704346,1.0,1.0
angiotensin maturation (GO:0002003),19269,9,99,0,0.046240074731433906,1.0,1.0
angiotensin-activated signaling pathway (GO:0038166),19269,7,99,0,0.03596450256889304,1.0,1.0
anion homeostasis (GO:0055081),19269,5,99,0,0.025688930406352173,1.0,1.0
anion transmembrane transport (GO:0098656),19269,59,99,0,0.3031293787949556,1.0,1.0
anoikis (GO:0043276),19269,8,99,0,0.04110228865016348,1.0,1.0
anterior/posterior axis specification (GO:0009948),19269,15,99,0,0.07706679121905652,1.0,1.0
"anterior/posterior axis specification, embryo (GO:0008595)",19269,4,99,0,0.02055114432508174,1.0,1.0
anterior/posterior pattern specification (GO:0009952),19269,56,99,0,0.2877160205511443,1.0,1.0
anterograde axonal protein transport (GO:0099641),19269,8,99,0,0.04110228865016348,1.0,1.0
anterograde axonal transport (GO:0008089),19269,32,99,0,0.16440915460065392,1.0,1.0
anterograde dendritic transport (GO:0098937),19269,5,99,0,0.025688930406352173,1.0,1.0
anterograde dendritic transport of neurotransmitter receptor complex (GO:0098971),19269,5,99,0,0.025688930406352173,1.0,1.0
anterograde synaptic vesicle transport (GO:0048490),19269,12,99,0,0.06165343297524521,1.0,1.0
antibacterial humoral response (GO:0019731),19269,33,99,0,0.16954694068192433,1.0,1.0
antifungal humoral response (GO:0019732),19269,3,99,0,0.015413358243811303,1.0,1.0
antifungal innate immune response (GO:0061760),19269,10,99,0,0.051377860812704346,1.0,1.0
antigen processing and presentation of endogenous peptide antigen (GO:0002483),19269,14,99,0,0.07192900513778608,1.0,1.0
antigen processing and presentation of endogenous peptide antigen via MHC class I (GO:0019885),19269,8,99,0,0.04110228865016348,1.0,1.0
antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway (GO:0002484),19269,7,99,0,0.03596450256889304,1.0,1.0
"antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent (GO:0002486)",19269,7,99,0,0.03596450256889304,1.0,1.0
antigen processing and presentation of exogenous peptide antigen (GO:0002478),19269,96,99,0,0.4932274638019617,1.0,1.0
"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent (GO:0002480)",19269,8,99,0,0.04110228865016348,1.0,1.0
antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886),19269,91,99,0,0.4675385333956096,1.0,1.0
antigen processing and presentation of lipid antigen via MHC class Ib (GO:0048003),19269,5,99,0,0.025688930406352173,1.0,1.0
antigen processing and presentation of peptide antigen via MHC class I (GO:0002474),19269,32,99,0,0.16440915460065392,1.0,1.0
antigen processing and presentation of peptide antigen via MHC class II (GO:0002495),19269,91,99,0,0.4675385333956096,1.0,1.0
"antigen processing and presentation, endogenous lipid antigen via MHC class Ib (GO:0048006)",19269,5,99,0,0.025688930406352173,1.0,1.0
"antigen processing and presentation, exogenous lipid antigen via MHC class Ib (GO:0048007)",19269,5,99,0,0.025688930406352173,1.0,1.0
antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844),19269,46,99,0,0.23633815973844,1.0,1.0
antiviral innate immune response (GO:0140374),19269,14,99,0,0.07192900513778608,1.0,1.0
aorta development (GO:0035904),19269,14,99,0,0.07192900513778608,1.0,1.0
aorta morphogenesis (GO:0035909),19269,17,99,0,0.08734236338159738,1.0,1.0
aortic valve development (GO:0003176),19269,36,99,0,0.18496029892573562,1.0,1.0
aortic valve morphogenesis (GO:0003180),19269,32,99,0,0.16440915460065392,1.0,1.0
apical junction assembly (GO:0043297),19269,53,99,0,0.272302662307333,1.0,1.0
apical protein localization (GO:0045176),19269,9,99,0,0.046240074731433906,1.0,1.0
apoptotic cell clearance (GO:0043277),19269,31,99,0,0.15927136851938345,1.0,1.0
apoptotic chromosome condensation (GO:0030263),19269,4,99,0,0.02055114432508174,1.0,1.0
apoptotic DNA fragmentation (GO:0006309),19269,15,99,0,0.07706679121905652,1.0,1.0
apoptotic nuclear changes (GO:0030262),19269,22,99,0,0.11303129378794954,1.0,1.0
arachidonate transport (GO:1903963),19269,10,99,0,0.051377860812704346,1.0,1.0
arachidonic acid metabolic process (GO:0019369),19269,49,99,0,0.25175151798225126,1.0,1.0
arachidonic acid secretion (GO:0050482),19269,10,99,0,0.051377860812704346,1.0,1.0
arginine catabolic process (GO:0006527),19269,7,99,0,0.03596450256889304,1.0,1.0
arginine metabolic process (GO:0006525),19269,10,99,0,0.051377860812704346,1.0,1.0
aromatic amino acid family catabolic process (GO:0009074),19269,15,99,0,0.07706679121905652,1.0,1.0
aromatic amino acid family metabolic process (GO:0009072),19269,8,99,0,0.04110228865016348,1.0,1.0
aromatic amino acid transport (GO:0015801),19269,5,99,0,0.025688930406352173,1.0,1.0
aromatic compound biosynthetic process (GO:0019438),19269,7,99,0,0.03596450256889304,1.0,1.0
aromatic compound catabolic process (GO:0019439),19269,8,99,0,0.04110228865016348,1.0,1.0
Arp2/3 complex-mediated actin nucleation (GO:0034314),19269,14,99,0,0.07192900513778608,1.0,1.0
artery development (GO:0060840),19269,23,99,0,0.11816907986922,1.0,1.0
artery morphogenesis (GO:0048844),19269,30,99,0,0.15413358243811304,1.0,1.0
aspartate family amino acid biosynthetic process (GO:0009067),19269,8,99,0,0.04110228865016348,1.0,1.0
aspartate family amino acid catabolic process (GO:0009068),19269,17,99,0,0.08734236338159738,1.0,1.0
aspartate family amino acid metabolic process (GO:0009066),19269,17,99,0,0.08734236338159738,1.0,1.0
aspartate metabolic process (GO:0006531),19269,6,99,0,0.030826716487622606,1.0,1.0
aspartate transmembrane transport (GO:0015810),19269,7,99,0,0.03596450256889304,1.0,1.0
associative learning (GO:0008306),19269,9,99,0,0.046240074731433906,1.0,1.0
astral microtubule organization (GO:0030953),19269,9,99,0,0.046240074731433906,1.0,1.0
astrocyte development (GO:0014002),19269,6,99,0,0.030826716487622606,1.0,1.0
astrocyte differentiation (GO:0048708),19269,7,99,0,0.03596450256889304,1.0,1.0
ATF6-mediated unfolded protein response (GO:0036500),19269,8,99,0,0.04110228865016348,1.0,1.0
ATP synthesis coupled electron transport (GO:0042773),19269,5,99,0,0.025688930406352173,1.0,1.0
ATP synthesis coupled proton transport (GO:0015986),19269,1,99,0,0.005137786081270435,1.0,1.0
ATP transport (GO:0015867),19269,11,99,0,0.05651564689397477,1.0,1.0
ATP-dependent chromatin remodeling (GO:0043044),19269,41,99,0,0.2106492293320878,1.0,1.0
atrial cardiac muscle cell action potential (GO:0086014),19269,12,99,0,0.06165343297524521,1.0,1.0
atrial cardiac muscle cell membrane repolarization (GO:0099624),19269,5,99,0,0.025688930406352173,1.0,1.0
atrial cardiac muscle cell to AV node cell signaling (GO:0086026),19269,7,99,0,0.03596450256889304,1.0,1.0
atrial cardiac muscle tissue morphogenesis (GO:0055009),19269,5,99,0,0.025688930406352173,1.0,1.0
atrial septum development (GO:0003283),19269,14,99,0,0.07192900513778608,1.0,1.0
atrial septum morphogenesis (GO:0060413),19269,11,99,0,0.05651564689397477,1.0,1.0
atrioventricular valve development (GO:0003171),19269,14,99,0,0.07192900513778608,1.0,1.0
atrioventricular valve formation (GO:0003190),19269,7,99,0,0.03596450256889304,1.0,1.0
atrioventricular valve morphogenesis (GO:0003181),19269,19,99,0,0.09761793554413825,1.0,1.0
attachment of GPI anchor to protein (GO:0016255),19269,6,99,0,0.030826716487622606,1.0,1.0
attachment of mitotic spindle microtubules to kinetochore (GO:0051315),19269,9,99,0,0.046240074731433906,1.0,1.0
auditory receptor cell morphogenesis (GO:0002093),19269,3,99,0,0.015413358243811303,1.0,1.0
auditory receptor cell stereocilium organization (GO:0060088),19269,3,99,0,0.015413358243811303,1.0,1.0
autonomic nervous system development (GO:0048483),19269,19,99,0,0.09761793554413825,1.0,1.0
autophagosome assembly (GO:0000045),19269,46,99,0,0.23633815973844,1.0,1.0
autophagosome maturation (GO:0097352),19269,26,99,0,0.13358243811303128,1.0,1.0
autophagosome membrane docking (GO:0016240),19269,5,99,0,0.025688930406352173,1.0,1.0
autophagosome organization (GO:1905037),19269,45,99,0,0.23120037365716953,1.0,1.0
autophagosome-lysosome fusion (GO:0061909),19269,6,99,0,0.030826716487622606,1.0,1.0
autophagy of mitochondrion (GO:0000422),19269,33,99,0,0.16954694068192433,1.0,1.0
autophagy of nucleus (GO:0044804),19269,13,99,0,0.06679121905651564,1.0,1.0
autophagy of peroxisome (GO:0030242),19269,10,99,0,0.051377860812704346,1.0,1.0
AV node cell action potential (GO:0086016),19269,7,99,0,0.03596450256889304,1.0,1.0
AV node cell to bundle of His cell communication (GO:0086067),19269,7,99,0,0.03596450256889304,1.0,1.0
axo-dendritic protein transport (GO:0099640),19269,8,99,0,0.04110228865016348,1.0,1.0
axo-dendritic transport (GO:0008088),19269,6,99,0,0.030826716487622606,1.0,1.0
axon choice point recognition (GO:0016198),19269,5,99,0,0.025688930406352173,1.0,1.0
axon ensheathment in central nervous system (GO:0032291),19269,5,99,0,0.025688930406352173,1.0,1.0
axon extension involved in axon guidance (GO:0048846),19269,8,99,0,0.04110228865016348,1.0,1.0
axon guidance (GO:0007411),19269,192,99,0,0.9864549276039234,1.0,1.0
axon regeneration (GO:0031103),19269,8,99,0,0.04110228865016348,1.0,1.0
axonal fasciculation (GO:0007413),19269,11,99,0,0.05651564689397477,1.0,1.0
axonal transport (GO:0098930),19269,30,99,0,0.15413358243811304,1.0,1.0
axonal transport of mitochondrion (GO:0019896),19269,9,99,0,0.046240074731433906,1.0,1.0
axonemal dynein complex assembly (GO:0070286),19269,17,99,0,0.08734236338159738,1.0,1.0
axoneme assembly (GO:0035082),19269,21,99,0,0.10789350770667912,1.0,1.0
B cell activation involved in immune response (GO:0002312),19269,13,99,0,0.06679121905651564,1.0,1.0
B cell chemotaxis (GO:0035754),19269,5,99,0,0.025688930406352173,1.0,1.0
B cell homeostasis (GO:0001782),19269,9,99,0,0.046240074731433906,1.0,1.0
B cell mediated immunity (GO:0019724),19269,9,99,0,0.046240074731433906,1.0,1.0
barbed-end actin filament capping (GO:0051016),19269,19,99,0,0.09761793554413825,1.0,1.0
